confidence,fdc_id,food_name_en,matched,no_match,reason,us_only,usda_category
high,167736,"Mayonnaise dressing, no cholesterol",False,True,"Mayonnaise dressing is an emulsified condiment with eggs, oil, and vinegar (~77.8g fat, 688kcal per 100g); Japanese table contains only pure oils/fats and butter with 74-98g fat and 700-897kcal per 100g - no emulsified condiment or mayo equivalent exists in the provided candidates",,Fats and Oils
high,167739,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",False,True,Non-alcoholic concentrated frozen cocktail mix has no equivalent in Japanese food composition table; all candidates are either alcoholic beverages or non-relevant categories like cocoa and kombucha,,Beverages
high,167743,"Syrup, Cane",False,True,"Cane syrup is a liquid sweetener with minimal protein/fat and high carbs; all Japanese candidates are solid/semi-solid confections with added ingredients (flour, protein, fat), making nutritional profiles incompatible despite similar energy density.",,Sweets
high,167744,"Mollusks, snail, raw",False,True,"Snails (escargot) are not part of traditional Japanese cuisine; no Japanese shellfish entry matches the high protein (16.1g), moderate carbs (2.0g), and low fat (1.4g) profile of raw snails, making it a culturally unique food without an equivalent in the Japanese food composition table.",,Finfish and Shellfish Products
high,167745,"Turtle, green, raw",False,True,"Green sea turtle is a reptile, not fish/shellfish; the extremely high energy (372 kcal) with very low fat (0.5g) and high protein (19.8g) profile is inconsistent with all Japanese seafood candidates which show either higher fat content or much lower energy values",,Finfish and Shellfish Products
high,167748,"Lemon juice from concentrate, canned or bottled",False,True,"Lemon juice from concentrate (72 kcal, 5.62g carbs, 14.3mg VitC, 0.061g salt) does not match available Japanese entries; closest citrus juice options (orange, grapefruit) are significantly lower in energy (39-46 kcal) and lack concentrated juice designation, making this a unique processed product without direct Japanese equivalent.",,Fruits and Fruit Juices
high,167751,"Plums, dried (prunes), stewed, without added sugar",False,True,"US item is stewed dried prunes (107kcal, 28.1g carbs, 3.1g fiber) - a processed dried fruit preparation. Japanese candidates lack dried plum/prune entries; closest fresh plum (item 7, 46kcal) and fresh ume (item 17, 33kcal) are nutritionally distant and represent fresh rather than dried/stewed forms. No suitable match exists in the provided table.",,Fruits and Fruit Juices
high,167752,"Plums, dried (prunes), stewed, with added sugar",False,True,"Stewed prunes with added sugar is a processed/cooked dried fruit product with high carbs (32.9g) and moderate energy (124kcal) that has no direct match in the Japanese table; candidates like jams (7, 22) are closer nutritionally but represent different food categories, and no dried plum/umeboshi stewed preparation exists in the provided entries",,Fruits and Fruit Juices
high,167753,"Prune juice, canned",False,True,"Prune juice is a processed juice product with no direct Japanese equivalent in the table; closest candidates (fruit juices/drinks) have significantly different nutrient profiles, and prune-specific entries are absent",,Fruits and Fruit Juices
high,167757,"Raspberries, frozen, red, sweetened",False,True,"Frozen sweetened raspberries (103 kcal, 26.2g carbs, 4.4g fiber) have no close match in Japanese table; candidates are either tropical fruits, citrus beverages, or jams with significantly different nutritional profiles and preparation methods",,Fruits and Fruit Juices
high,167758,"Rhubarb, raw",False,True,"Rhubarb is a vegetable (not fruit) with unique tart properties and nutritional profile (very low energy at 21 kcal, high fiber at 1.8g, distinctive Ca:K ratio) that doesn't match any Japanese fruit candidate; no Japanese culinary or nutritional equivalent exists in the table",,Fruits and Fruit Juices
high,167760,"Sapote, mamey, raw",False,True,"Mamey sapote is a tropical American fruit with no direct Japanese equivalent; closest candidate (White sapote #17) has only 73 kcal vs 520 kcal, indicating it's a different species entirely, making NO_MATCH the appropriate choice",,Fruits and Fruit Juices
high,167768,"Apricots, canned, heavy syrup, drained",False,True,"US item is canned apricots in heavy syrup (drained) with 347 kcal/100g; Japanese candidates lack apricot entries, and peach/pear canned options (79-83 kcal) represent drained fruit with minimal syrup, not the higher-calorie heavy syrup variant. No nutritionally equivalent match exists.",,Fruits and Fruit Juices
high,167782,"Abiyuch, raw",False,True,"Abiyuch is an Andean fruit (Ecuadorian origin) with no established Japanese food composition table entry; closest candidates (ホワイトサポテ, チェリモヤ) differ significantly in energy (73-82 vs 69kcal) and carbs, and abiyuch is not a common food in Japanese cuisine warranting a table entry",,Fruits and Fruit Juices
high,167783,"Rowal, raw",False,True,"Rowal is an obscure/unidentified fruit with no clear Japanese equivalent; the nutrient profile (111kcal, high fiber 6.2g, moderate carbs 23.9g) doesn't match any single candidate well, and rowal itself appears to be a misspelling or extremely rare fruit not represented in standard Japanese food composition tables",,Fruits and Fruit Juices
high,167784,"Guava nectar, canned, with added ascorbic acid",False,True,"Guava nectar is a tropical fruit nectar/juice product with 262kcal/100g energy content; all Japanese candidates are either jams (190-338kcal), canned fruit in syrup (60-83kcal), or fruit beverages (59kcal) - none match the nectar format or energy profile of a concentrated juice product",,Fruits and Fruit Juices
high,167787,"Pomegranate juice, bottled",False,True,"Pomegranate juice (bottled, 228kcal/100g) has significantly higher energy and carbohydrate content than all Japanese candidates; closest juice options (grape, apple) are 47-54kcal and lack pomegranate's specific nutrient profile; no Japanese bottled pomegranate juice entry exists in the table",,Fruits and Fruit Juices
high,167788,"Nance, canned, syrup, drained",False,True,"Nance is a tropical American fruit with no Japanese equivalent in the composition table; candidates are either juices/beverages (not drained fruit), common fruits (apple, citrus, berries), or other tropical fruits with significantly different nutrient profiles than canned nance syrup-drained",,Fruits and Fruit Juices
high,167789,"Nance, frozen, unsweetened",False,True,"Nance is a tropical fruit native to Central/South America with unique nutritional profile (high fiber 7.5g, high vitamin C 92.5mg, low carbs 17g); no Japanese table entry matches both the fruit type and frozen unsweetened preparation with comparable macronutrient composition",,Fruits and Fruit Juices
high,167790,"Naranjilla (lulo) pulp, frozen, unsweetened",False,True,"Naranjilla is a tropical South American fruit with no direct Japanese equivalent; all candidates are either common fruits with significantly lower energy/carbs (fresh fruits) or processed beverages, none matching the frozen pulp composition profile (103kcal, 5.9g carbs, 1.1g fiber, 200mg K)",,Fruits and Fruit Juices
high,167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",False,True,"Berry smoothie with 194 kcal, 10.9g carbs, and 109mg VitC is a blended beverage significantly more energy-dense than any Japanese fruit drink candidate (38-54 kcal); no comparable smoothie entry exists in the table",,Fruits and Fruit Juices
high,167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",False,True,Green smoothie is a blended beverage with high energy (234kcal) and moderate carbs (13.0g) with added nutrients; no Japanese table entry matches both the beverage format and nutrient profile of a fruit juice smoothie,,Fruits and Fruit Juices
high,167801,"Lemon juice from concentrate, bottled, CONCORD",False,True,"Lemon juice from concentrate is a citrus juice product, but no Japanese candidates match lemon specifically; available citrus entries are grapefruit and orange juices with significantly different nutrient profiles, and the low vitamin C (0.0mg) in the US item suggests processing loss making direct matching problematic.",,Fruits and Fruit Juices
high,167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY",False,True,"Cranberry sauce is a distinctly American condiment with no Japanese equivalent in the table; all candidates are either fresh fruits, canned fruits in syrup, or fruit beverages with significantly lower energy (41-194 kcal vs 160 kcal) and different carbohydrate profiles, making none suitable matches.",,Fruits and Fruit Juices
high,167806,Baobab powder,False,True,"Baobab powder is an African fruit powder with exceptionally high fiber (44.5g), vitamin C (173mg), and potassium (2190mg) that far exceeds all dried fruit candidates; no Japanese food composition table entry matches this unique nutritional profile or food concept.",,Fruits and Fruit Juices
high,167808,"Raspberries, puree, seedless",False,True,"Raspberry puree is a processed fruit product with specific nutrient profile (high fiber 0.9g, moderate protein 1.02g) that doesn't match any Japanese table entries; closest candidates (pear, peach) are whole fresh fruits with significantly different compositions, and no Japanese raspberry or seedless berry puree entry exists",,Fruits and Fruit Juices
high,167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",False,True,"US item is lean-only roasted pork leg (690 kcal, 28.9g protein, 4.62g fat) with very low fat content; all Japanese candidates are either higher fat cuts with skin/fat attached, processed products, or cooked differently, with no lean-only roasted leg option available",,Pork Products
high,167833,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",False,True,"US item is separable lean only (very low fat at 4.8g) with high protein (21.8g) and very high energy (570kcal), which is anomalous and doesn't match any Japanese pork loin entry; all Japanese candidates show fat content 14-35g with energy 201-444kcal, indicating the US data may be erroneous or the item specification incompatible with Japanese composition tables",,Pork Products
